Date,GRUB,GEUR,GUSD
2016-07-02,0.0,0.0,0.0
2016-07-03,0.0,0.0,0.0
2016-07-04,0.0,0.0,0.0
2016-07-05,0.0033903758687363265,-0.00013508341421360412,-0.0036970465770846768
2016-07-06,-0.0035185399188958385,0.0065977214712971384,0.003447676235900647
2016-07-07,-0.0008655372480917638,-0.00246344155215347,0.005521440644573995
2016-07-08,0.0073810505563645995,-0.0004036870134886424,-0.001886793012576422
2016-07-09,-0.0016249027837226934,-0.0004936166493909911,0.00014908684336221577
2016-07-10,0.0,0.0,0.0
2016-07-11,0.0,0.0,0.0
2016-07-12,-0.0006060316278812502,-0.004002793803884024,-0.00019878739753364085
2016-07-13,-0.0002871958535894482,0.003823236412370495,-0.003834379620088459
2016-07-14,0.0007337810790410248,-0.00571777439615236,0.00014966699122435632
2016-07-15,0.00105187674054413,0.0001354432382035445,-0.005301868068982193
2016-07-16,0.00022298319754727016,-0.00293871857398507,-0.005632684375364911
2016-07-17,0.0,0.0,0.0
2016-07-18,0.0,0.0,0.0
2016-07-19,0.0003503017407601944,-0.008274655078846109,-0.0002017552715408408
2016-07-20,-0.00035030174076024955,-0.001141995875887413,-0.00242424361150628
2016-07-21,-0.005269304989109535,-0.004994397423749612,0.0015663292998466442
2016-07-22,-0.007811158505801637,0.0012853472206639412,-0.0013640843805609014
2016-07-23,-0.008295575764267647,0.004074630794828159,0.003532680938633457
2016-07-24,0.0,0.0,0.0
2016-07-25,0.0,0.0,0.0
2016-07-26,-0.0023129683075630925,-0.002607682700095571,0.002364959463911396
2016-07-27,-0.011150946937190175,0.005664184703272167,0.0028105413732828224
2016-07-28,-0.0021129790951047054,-0.0009114109271074881,-0.0005013033993092957
2016-07-29,-0.006066551565402064,0.0070418027166723315,-0.0027113894899751397
2016-07-30,-0.010697434365076555,0.0023513463241358144,0.0034632503810115133
2016-07-31,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-08-02,0.007867071021777946,-0.0017629912122347755,-0.007998634087559268
2016-08-03,-0.007564636420954649,0.00820082999197859,0.005891997405374911
2016-08-04,0.002047427167305649,0.002106915494181093,0.0006023491799428452
2016-08-05,0.006383818200625602,-0.006289046378909761,-0.00010036633721479429
2016-08-06,0.006608136417726722,-0.0062381542137801,-0.007505765282776572
2016-08-07,0.0,0.0,0.0
2016-08-08,0.0,0.0,0.0
2016-08-09,0.0022150600014735566,-0.010117669027001137,-0.00583180739515543
2016-08-10,0.0018805990464738124,-0.0028440386142599156,-0.0002034588002949109
2016-08-11,-0.0004945516989737505,0.006091017434768202,-0.0003052658380357555
2016-08-12,-0.0025756189116292213,-0.00027398511518945083,-0.00020356234166985914
2016-08-13,0.0016848090406161018,-0.004531626092002462,-0.004744543757254525
2016-08-14,0.0,0.0,0.0
2016-08-15,0.0,0.0,0.0
2016-08-16,0.001780826906013628,-0.0015151170226965225,-0.0037400458587135534
2016-08-17,-0.0007581126654770628,0.0029363207003064444,-0.0045787861346600865
2016-08-18,-0.0007916873248734994,0.0002290373569941499,-0.00025785823097416966
2016-08-19,9.89951988138216e-05,-4.580327494224981e-05,-0.005171177104259653
2016-08-20,-0.005193957586683793,0.0009614284819779495,0.0
